,id,area_ha,lluvia_mm,temp_media_c,fertilizante_kg_ha,ph_suelo,materia_organica_pct,altitud_m,mano_obra_horas,riego,tipo_suelo,variedad_semilla,uso_pesticidas,historial_plagas,rendimiento_kg_ha,plaga_severa
704,705,6.998229166012104,639.2561313498588,11.920481718606151,25.142284075301276,6.373033282564057,2.713742216885004,261.91641763200136,124.62612451033256,No,Franco,V2,Bajo,Nunca,6679.825077781804,0
705,706,2.908867844615747,760.9459961553787,11.187526567979477,97.16557576100712,7.435707542632928,1.3568060019629822,470.2033951103106,114.93884223478642,No,Franco,V1,Bajo,Nunca,7096.940568691331,0
706,707,1.2635112786441671,927.0156367906428,20.63853019857305,125.65190868645064,5.666008181064912,3.449194371007907,556.1709502533788,127.6265299672948,Si,Franco,V3,Medio,Frecuente,8775.153916914302,0
707,708,3.98382276563476,825.5067499571161,20.81814781124997,91.47044210215174,5.515759566153621,2.354298765751973,124.49257866582394,124.06522817064406,Si,Franco,V2,Bajo,Nunca,7822.344283207819,1
708,709,2.1710233269626618,511.4451645729404,12.564042192380455,382.5976840883686,6.570196338272865,0.6970111449740255,0.0,88.8990746973491,Si,Calizo,V4,Bajo,Nunca,6540.6912978394885,1
709,710,3.4618447821863243,587.4475104766914,16.687637008366707,55.55936887137958,6.480212283175813,0.5738959057788963,408.1844271088203,74.62301301689277,No,Franco,V3,Medio,Frecuente,6552.3477419494775,0
710,711,2.3190435324130423,588.946543338847,23.78279140320152,34.31756395203287,7.44240318783382,1.6345534592395397,251.89277832488844,86.37866407681355,Si,Franco,V3,Bajo,Nunca,7046.927285868655,0
711,712,1.2332993254069091,1138.6097326352124,24.3069069925098,151.42386085044785,6.5433034679842965,3.73085011367935,500.3286588466427,160.78149379237297,Si,Arcilloso,V3,Medio,Nunca,8963.09739303159,1
712,713,2.790884896995289,1097.0530812016714,18.787254989341506,171.2533100946276,7.693390504320871,3.2867372321619954,458.3487820142758,115.52684729682156,No,Arenoso,V1,Medio,Nunca,8043.56270013627,0
713,714,2.120689455591833,697.0935707527799,18.708281940517047,136.0842145954033,5.520696097523776,1.4029929423682157,35.34849250666224,146.30377742524712,No,Franco,V3,Bajo,Ocasional,7201.572162232907,1
714,715,2.9488640971928097,15.316309391317986,13.226917118331208,155.85612334915552,6.073546897200911,4.109689508461859,397.16591518067713,145.82230238722894,Si,Arcilloso,V4,Bajo,Ocasional,4630.608871275305,0
715,716,1.0208485636143891,582.5920228711364,20.71219572658305,117.86537954507222,7.340371215027882,0.8808563749525505,332.51756508930686,136.28113246960493,Si,Calizo,V1,,Nunca,7063.920046512046,1
716,717,4.355542642434573,580.6554389023753,23.11419376782188,81.61645931480139,5.897596433944015,1.891058244289872,742.0219910542307,194.01377370706987,Si,Arenoso,V1,,Frecuente,6969.04704947571,0
717,718,2.2456939933624334,552.0795661441966,9.941453200429205,64.75198743201534,5.3245477637008864,3.0734873462226617,209.2157013974941,93.2333063841714,No,Calizo,V3,Bajo,Frecuente,6345.992630654697,0
718,719,2.669116524721149,397.2502199021112,20.83971816820492,75.45043985660759,5.626055237923788,5.02290123321762,973.4132781450194,113.10104976885457,No,Arcilloso,V2,Bajo,Frecuente,6463.343600454479,1
719,720,8.022023850776577,742.6966200350759,21.67310772058273,246.0051418600282,6.224302822034542,2.1837872170231765,305.011334976247,189.79591368177512,No, Franco,V3,Bajo,Nunca,7495.281052618549,0
720,721,5.826522790967829,474.1942044671932,17.447349739016254,109.70216234164768,6.509641189352609,3.013710546973044,294.59935801135896,58.36365789088716,No,Calizo,V4,Medio,Nunca,6820.74595443482,0
721,722,2.1448560913870667,613.3007590361253,23.230339769121773,67.17508908290294,7.598111291473549,2.7524217886252718,887.145012378774,149.32781971929333,No,Arenoso,V1,Bajo,Ocasional,6675.878794865716,1
722,723,4.699134389039529,550.9111404214632,22.558876097613187,73.03101102795155,6.497239392539653,3.263564000933599,168.2216717910569,77.04069110156206,Si,Calizo,V3,Bajo,Frecuente,7518.383352538794,0
723,724,2.501501522717722,720.3889017931189,23.320311761462104,152.2813383561227,6.651344387477883,1.8580761273972624,591.9756514939409,124.12545642114274,Si,Franco,V1,Bajo,Frecuente,7885.527533188657,1
724,725,5.045939478896297,662.6911904684816,22.122803315211392,106.6617287341068,7.58521593277732,3.426715764620211,345.0853619590834,126.63448232502984,Si,Arenoso,V4,Alto,Nunca,7513.551818522652,1
725,726,2.6782437446359806,472.4532237270112,15.694906724437953,194.31452247474613,6.125733876871489,3.4810000964750194,950.8507287964944,46.06219993647099,No,Arenoso,V1,Bajo,Ocasional,6524.16829210307,0
726,727,6.526157292334307,818.5537020312554,16.957887794207984,149.40071761312782,6.448229828145222,1.2176717401491084,666.3532239411842,165.7475629597753,Si,Franco,V3,Bajo,Nunca,7888.529023669512,1
727,728,2.6201598436321536,819.855991028395,19.38925405553256,408.7763760210698,6.835254868285631,0.7402401205954178,185.7028155486116,94.83199301329184,Si,Franco,V2,Medio,Ocasional,7864.191106497922,0
728,729,1.4133258127179191,530.635474238893,14.456673296734705,179.75417454196486,6.235838951014685,6.614045249286643,907.6573092116852,167.2594552088677,No,Franco,V3,,Nunca,7060.462770394542,0
729,730,3.5149109423228238,856.7217693673283,11.728172839820605,228.97176962282305,7.054659474794786,2.4237311453756774,297.7946987029527,124.61392287839004,Si,Arcilloso,V3,Bajo,Ocasional,7848.643662667973,1
730,731,1.6775368519640297,738.6668029732858,60.0,81.05186024915923,6.722695707059608,1.909421742604918,758.4346339503761,93.13752830188623,No,Arcilloso,V2,Medio,Nunca,7028.31423540056,0
731,732,4.106512155072036,498.38383683115086,21.114034848003488,181.1014846060829,7.221102161957976,2.044582769210391,423.4102251578127,113.96280292276712,No,Arenoso,V3,Medio,Nunca,7148.497338956109,1
732,733,4.044388541198719,579.7743688728876,12.574436893662956,145.9851195804974,5.640454481504136,7.199037053582048,409.5057624528614,140.68605736201994,Si,Arcilloso,V1,Bajo,Ocasional,7160.682595233886,0
733,734,2.9430499738758864,667.5622702889144,18.11417169300048,78.7583466384163,6.754804813168588,2.206779779139475,485.356291325436,171.00402120662156,Si,Arenoso,V3,Alto,Nunca,7233.427551467744,1
734,735,2.043722906811939,701.2896881623802,20.79337888618264,126.577431499677,5.710437956221312,3.351768311787555,593.1155658522546,80.79980849637772,Si,Franco,V4,Alto,Ocasional,7379.985690920396,0
735,736,1.379309485042408,420.08693269441846,13.527787430235833,186.7255931716293,7.235448765687961,9.08146855482996,227.72931322547203,162.012028433639,No,Arcilloso,V2,Medio,Nunca,6600.340756333237,0
736,737,7.112740173289046,758.7256074709485,19.466883077621453,86.74406674725991,7.611209371245978,3.69243980526945,355.9738407032396,83.33492266401622,No,Arenoso,V2,Bajo,Nunca,7235.414494498358,0
737,738,2.4539611616974515,620.5563800328728,13.146887180871392,212.6104819235124,5.778122826227389,1.258090715823884,194.31361732950097,156.49747798110064,No,Arenoso,V1,Bajo,Nunca,6883.287018280347,1
738,739,8.315168501210895,324.45570364893825,23.92207123024647,113.79485463752592,6.86815517566066,3.7457486632848704,0.0,73.80332355556794,No, Franco,V1,Bajo,Ocasional,6625.971279502356,1
739,740,3.746904416129162,705.1904583247551,13.01760297398398,168.4480062972534,6.10748456480509,4.033610635464913,331.0437048131342,128.05571526214604,Si,Franco,V4,Bajo,Ocasional,7762.5765312128,0
740,741,2.320513028547935,666.5649715820098,18.69322449583725,57.08031962527563,6.845848289484701,0.6367699131097334,277.1473547615096,138.64230120804334,No,Franco,V1,Bajo,Nunca,7120.021652506042,1
741,742,5.514091395720704,484.1988546585392,16.932335486140207,319.93939161823386,7.668499265702048,2.8641853266999235,298.8926701478298,65.08073656805644,Si,Franco,V4,Bajo,Nunca,7094.457311135878,1
742,743,3.042390322217466,587.1455883287023,16.168064814693526,309.3839068165682,6.526450592371902,4.616635836570903,608.43817408407,95.5502820421546,No,Calizo,V2,,Frecuente,7127.012352457403,1
743,744,3.869851883076165,384.96623247788216,17.684412648689502,125.7202889581387,6.232970605676298,3.2438857370870173,363.76696929976686,136.87569242863904,Si,Franco,V1,Medio,Nunca,6298.034314237996,0
744,745,3.7776887272184663,642.3891414357093,13.981306344926036,250.3027309703743,5.435181402574626,4.340897272975585,533.1810247919417,157.93280010455015,No,Arcilloso,V3,,Frecuente,7413.376038916421,1
745,746,1.1397967765270611,382.9484329075517,18.94181993714996,269.9329727381823,7.552822632188612,3.159808864985171,370.0490721294515,83.75016954861408,Si,Franco,V2,Medio,Nunca,6761.170222968428,0
746,747,4.140730911510198,733.4139530190748,11.98269861388755,104.5737876101058,7.075251677240493,1.9888185880333131,422.4764813819788,104.00996930389218,No,Franco,V1,Bajo,Ocasional,7377.318794714105,1
747,748,5.844876668116297,621.6504504599915,12.48851823960314,227.847887998864,5.779659852870904,0.9439053110626212,703.8938836073627,69.98413135958396,Si,Arenoso,V4,Bajo,Frecuente,7301.131311128253,1
748,749,2.5554711946759947,818.5401160731562,18.57483380667691,163.04593957807327,8.167898328525169,2.4592238296141637,490.3841835258019,68.43518609513713,No, Franco,V2,Bajo,Frecuente,7518.11204363424,1
749,750,3.598872979333082,230.70950477809131,20.66835271068473,73.90600857452117,6.620207710479756,2.715382253150896,611.0318636422674,27.847290736114445,Si,Arcilloso,V4,Medio,Nunca,5794.00180962513,0
750,751,4.382597310227639,351.27545944213153,15.3453686902716,145.2969439910543,6.564849179614719,2.453901452280604,400.8822424925198,107.23521785626627,No,Arcilloso,V3,Bajo,Nunca,6307.594915794367,0
751,752,2.9063925539971973,825.4912474388354,22.761013471063105,86.95111915034889,5.86194085519633,2.385495979503451,741.1906773178388,181.3611630047856,Si,Calizo,V3,Bajo,Nunca,7707.588183776931,1
752,753,6.625577972291619,808.1906275777825,21.542581041088443,258.2817675526645,5.707134832428881,5.909347807731092,259.3726558998477,46.607798705873606,No,Arcilloso,V2,Medio,Nunca,8071.867976706653,0
753,754,2.350651784385831,,18.39744882277221,112.89847146047724,6.485060966520941,3.067149755007153,496.94539617129385,128.89781957642913,Si,Arenoso,V1,Medio,Ocasional,6975.844227967531,0
754,755,7.278488206417771,508.6966759221893,15.173645776970204,137.06654922464674,6.269338246575669,7.0879955915386015,383.3962493547583,101.59734181308394,No,Arcilloso,V1,,Nunca,7202.108998736849,0
755,756,4.156793198007711,408.9457407281959,12.509787062493125,154.9943427520727,6.957663721694535,2.07216754413061,468.4431155406864,103.3210150611766,Si,Arcilloso,V3,Bajo,Ocasional,5790.594126511696,1
756,757,4.758234208657903,742.3272526520141,16.477762979232732,217.7837573316041,6.795459158567396,4.182690998605631,0.0,116.34151186877529,No,Arcilloso,V2,Bajo,Ocasional,7263.187867845088,0
757,758,9.552945341715803,947.851431065744,20.28841974851331,186.0605405124908,6.371046012751581,5.289892088885578,843.7812959401037,125.04380438597278,Si,Arenoso,V4,Bajo,Frecuente,8193.52226883296,1
758,759,3.807408022022349,,19.33618009476957,206.60008143233043,5.2625355816965165,3.997213737655768,612.7097370922729,66.4004003880565,Si, Franco,V2,Bajo,Nunca,7466.110197210374,0
759,760,5.8347164317865206,432.9330133652914,21.653285411811297,29.293367712929708,6.997389765016558,1.0214389419447565,397.9552563067341,97.86600301094204,Si,Arcilloso,V2,Bajo,Ocasional,6669.881006010391,1
760,761,6.540939683084517,657.175510264628,18.0213949512368,351.42746188144974,,3.4228699781071112,150.9262940601996,168.50072881820145,Si,Arcilloso,V2,Medio,Ocasional,7673.265658906864,0
761,762,1.8398811277482687,869.895740548136,12.934745666443373,129.56987514161554,6.387817416195571,10.457837975480905,538.2387514823687,170.2755292004128,Si,Calizo,V3,,Nunca,8163.982891999017,0
762,763,4.075811522394013,591.9250514928432,17.74104862115901,114.12394389297673,5.2813296832077095,1.4079814004821951,506.6545434072656,98.91172861962268,Si,Calizo,V3,,Nunca,6807.419795589288,1
763,764,1.5328224734769125,462.410458678116,21.08146807990499,58.590397284317454,6.446192719451231,,819.9562517378604,116.01887331240096,No,Arcilloso,V4,,Frecuente,6844.647457723063,1
764,765,1.5074380353485384,842.9437198535527,22.409216340926356,213.70755481136305,5.791384496672869,3.6015316459070443,89.97048930914485,44.23278267837061,No,Franco,V2,,Nunca,7913.7736179217,1
765,766,5.785836215974889,761.787229938267,22.932551268477063,74.33127814556703,6.928401595662336,4.268867598851401,1083.8669105164554,131.8577504824273,No,Franco,V2,Medio,Nunca,7716.793319714769,0
766,767,1.5264551430775732,679.8053348254298,17.53971191010311,84.57870904228994,,4.576106947598694,873.8134848647206,146.8422417918006,Si,Franco,V1,Alto,Ocasional,7148.399165608079,0
767,768,2.3122547109472493,558.1385077643932,25.00460277117976,108.49186282028066,5.767624056777437,0.8250988483952247,541.8992314058728,79.51845358133365,No,Franco,V3,Bajo,Nunca,7164.986860566816,1
768,769,7.475694641808992,483.69706303170096,20.662407452398213,127.85753774935658,7.101576849340848,6.878881915658528,224.2737911693565,118.6244391293158,No,Franco,V2,Medio,Nunca,6768.670584229718,0
769,770,7.545580246623491,659.0710049123988,14.470253869030373,72.15089799904875,6.370807236123439,2.587083343381428,200.48473475806108,66.1539826294232,No,Franco,V1,Bajo,Nunca,6785.026420390621,0
770,771,4.478594585157464,600.4150081156234,22.993804735310807,179.7833666538062,6.713432382736428,2.780455987923556,292.73975617206816,173.45835732583754,Si,Arenoso,V3,,Nunca,7398.554828847394,0
771,772,2.8813723583078894,347.5206453210073,22.60717170331873,76.75909358266719,5.980109114064502,2.018915650349117,104.7989256056407,95.31203591843452,Si,Arcilloso,V2,Medio,Nunca,6475.433278880506,0
772,773,8.072909593086822,853.000231590766,18.486296343054597,166.47763307255417,5.702022647346613,3.5038882798065933,234.63815959797503,96.43539347731782,Si, Franco,V3,,Nunca,7772.375753075899,0
773,774,1.8480490826493268,579.0172197201578,20.07399840570024,151.43390700700806,5.423335332721299,4.704741275683968,496.3995358605719,144.01719021481503,Si,Franco,V2,Alto,Ocasional,7365.936925894901,0
774,775,3.5529924685060785,666.7554615156384,21.527940476202723,75.35471178512032,6.5080560462965575,1.1002345305191492,338.1165160133156,155.2845131993923,No,Franco,V4,Alto,Nunca,7417.448568722605,1
775,776,6.262397044871724,764.6060214530378,13.96212449080078,67.48443937034936,6.060933689444838,6.025566374494082,638.7777566919239,121.34161617798432,Si,Arenoso,V2,Bajo,Nunca,7367.878558709011,0
776,777,3.100447375818016,858.4421446184951,25.14284105374925,33.974545658157844,6.5504655838168215,0.9880070315608338,275.2798705381468,91.8596038569464,No,Franco,V1,Medio,Frecuente,7668.616393938544,1
777,778,2.006074993615258,580.0303455428045,19.988065042148264,162.04621105533528,5.657942503518858,1.307327489693943,94.70679538709214,65.02702148843089,Si,Arcilloso,V1,Medio,Ocasional,7200.596278158189,1
778,779,2.4462534824406776,618.9087626306656,22.866560150899463,40.14490380566127,5.982715853979915,1.6439825483935246,467.8308557609197,177.68369824600376,Si,Franco,V2,Bajo,Nunca,6930.318494866912,1
779,780,5.78934336129585,,20.463512572894874,59.95819885953272,7.023775418882023,6.349348009009612,764.5495332349876,124.49780019512188,Si,Arcilloso,V3,Medio,Nunca,6407.167642821859,0
780,781,1.6528801974184602,472.1685421487899,18.95745854367935,66.26405746930796,5.38509052724466,1.3024256049324052,440.2678546698802,107.5315370283203,No,Franco,V2,Medio,Ocasional,6628.708808229074,0
781,782,1.3532047970079104,518.5368234772667,17.833873169903594,91.48404234028057,5.901522994344919,4.482529967476458,0.0,99.22854971859294,No,Franco,V2,Bajo,Ocasional,7197.434138555043,1
782,783,3.83337342825309,623.0822878645345,13.19175627678752,106.89591637658302,7.521324687108715,1.268322008708374,837.9648679254642,89.31700857242959,Si,Franco,V2,Medio,Nunca,7171.708768257364,0
783,784,8.124992374736781,981.5402715655806,22.84946200290344,36.75036077890447,5.142604019773616,1.6265737579592456,773.3642310790215,74.15164274340552,No,Arcilloso,V3,Medio,Ocasional,7739.066334862587,1
784,785,5.091130940788072,633.0972294339616,20.02735924814889,102.97848019096996,5.703481368390218,2.7894789001370834,558.1694389861232,119.69497793008962,Si,Arenoso,V2,Alto,Ocasional,7542.332545996374,0
785,786,1.5580947850139524,444.2431772215424,18.922520073629578,210.71268014644951,6.395723995762728,2.031860048624172,144.91801176904113,125.83209064706024,No,Arenoso,V2,Alto,Nunca,6463.977717305836,0
786,787,3.475184255225259,808.4274023472801,19.60828265215663,110.60357381121284,5.951371286820578,1.136554159416118,759.5989666392666,111.02506969505042,No,Arcilloso,V3,,Frecuente,7206.922826164757,0
787,788,3.499665194677508,791.0541207798772,21.071359468476903,170.97304376499926,5.602250431433252,2.6516095546357348,64.49473283325665,65.31632146753643,Si,Arcilloso,V3,Bajo,Nunca,7651.589076151892,1
788,789,1.5320916206592472,800.7504454414448,19.24135154268175,208.29615022754723,6.025257635641709,1.5510777704022345,456.3590650276666,137.40850010943268,No,Arenoso,V3,,Nunca,7562.753781232759,0
789,790,3.474539656798988,563.8404333732377,22.05075008342751,84.98017721171031,0.0,3.741733183801125,555.7939245244563,156.24511579634446,Si,Franco,V1,Medio,Nunca,7449.09249005226,1
790,791,5.694249169242179,569.688779298494,17.296428972490663,227.93900991139785,6.957339359061096,0.328654599522987,368.03023002022775,121.31673483536304,Si,Calizo,V2,Medio,Nunca,6846.949021299441,1
791,792,2.124816172331874,453.7971876813941,15.43534003440718,137.66072567055735,6.154264496845143,4.8143544427879,632.263199537292,75.10029378895021,No,Franco,V4,Bajo,Nunca,6715.437599578154,0
792,793,7.146963521537022,965.1533268410776,15.761069068288217,195.47567460010296,5.78839218858558,1.5603950683509489,474.23251001616,81.52887757555743,No,Arcilloso,V1,Alto,Nunca,7876.690741253874,1
793,794,4.188795779733618,983.7831307978928,19.11272198940975,308.983996485241,7.320926303830508,1.9782311111526627,0.0,134.72598165355154,No,Arenoso,V4,Bajo,Nunca,8286.137808480344,0
794,795,4.151118351802036,554.098362966785,24.571063177582992,158.1274932311366,6.97242241583515,1.9134306526136635,492.22963315373335,107.02181788584184,Si,Franco,V1,Bajo,Nunca,7743.562776558292,0
795,796,2.406810154768176,700.4387783151371,16.579615799163943,69.84146637464907,6.764282078519661,2.0651183520650918,472.62944884510415,191.70507529326505,Si,Arenoso,V2,Alto,Ocasional,7511.968527392188,0
796,797,5.317366295917826,282.52445167821503,18.45815300943244,113.60989004358132,5.628289884383534,2.8682458406398155,1005.4037492975084,171.96442256237262,No,Franco,V2,Medio,Frecuente,6029.837249190418,0
797,798,3.959430992761568,722.4815959312036,16.292979700836522,220.1898334915308,6.151306252240907,1.5128487380166982,243.4821018701025,106.52422817171563,No,Arenoso,V1,Bajo,Ocasional,7033.025560053243,1
798,799,1.280497848003831,721.2300865870012,25.408594976253347,72.20346475774457,6.030703922541379,0.9090005249433584,29.111780000066744,46.89300701330372,No,Franco,V3,Alto,Frecuente,7295.446415847474,0
799,800,2.296426210508452,704.9768820711117,15.76416100737302,59.324935786897896,7.402854048499361,5.691008533621047,380.0275397146528,117.5543733805023,No,Arenoso,V1,Bajo,Nunca,7263.846726486489,0
800,801,1.7705697359771244,620.8912024620618,17.199499685746034,72.4967981916667,7.499847863089952,1.6718679881468608,592.242238950319,147.136484135561,Si,Franco,V1,Medio,Frecuente,7539.83153603526,0
801,802,2.5475063537854754,537.3665641586892,22.510594909553724,160.77997771882966,5.264959228014673,3.650624275366233,306.3520658359106,123.95082799773328,No,Arenoso,V1,,Nunca,6961.571230135892,0
802,803,2.006050349164581,478.4943482610543,22.060284551900253,160.8359974179567,6.784469500705139,9.631867934571588,129.32569777159836,162.5817245700357,Si,Arcilloso,V3,Bajo,Ocasional,7276.888262132402,1
803,804,3.879334712529428,647.9538441565727,14.599781522616492,169.92847928567454,6.48035544983347,1.4992742606360103,437.30517884912746,92.9852411492732,No,Franco,V1,Bajo,Nunca,7038.425745183762,0
804,805,4.09412806568113,-50.0,17.25538518247708,35.92215429212135,6.033816765286121,3.187344320684388,611.1961911589725,76.82989934237278,No,Franco,V3,Bajo,Frecuente,7349.680629720916,0
805,806,3.012143718259121,533.3836073292241,9.063157546923687,114.04812743919936,6.690825222630864,1.3485046279351425,347.3773191616387,111.82477730977908,Si,Franco,V1,,Nunca,6796.030819129593,0
806,807,1.560650789168154,504.9796157303052,23.170252657262385,84.80700227841261,7.541551690257121,5.561527975154408,405.398778491286,113.7863060163189,Si,Arenoso,V1,Medio,Nunca,7122.652178714015,0
807,808,9.778676795939626,668.5499718165046,16.645406672234493,231.28553220403032,5.878086252426448,4.332839583540851,559.5553435905147,105.05659675477295,No,Franco,V3,Bajo,Nunca,7312.61291224123,0
808,809,5.92572225244285,799.5674090807638,22.75644351844637,199.7912567767414,5.725849794322387,5.602884089371523,622.6968387029756,116.08541194361696,No,Franco,V1,Medio,Nunca,8025.305319824592,0
809,810,5.48667442138663,622.0119691038577,18.90498384818184,130.55333379771835,7.292924354284702,2.4426192836720926,596.4412275092134,67.69456226736078,Si,Arcilloso,V1,Bajo,Ocasional,7212.655939696175,1
810,811,1.2837372202397992,595.0729190834089,27.684524073286163,222.1007723392144,5.8301508535866455,3.1545125282079054,552.4967201661158,180.4900223496921,No,Arcilloso,V1,Medio,Nunca,7340.654455111174,1
811,812,4.308689632847636,440.7858668581125,22.48105005526282,68.43354717740384,5.412567876217967,2.387088921838731,523.7267728354784,72.87666503281932,No,Arcilloso,V2,Bajo,Nunca,6596.0640294073655,0
812,813,2.782094634646879,808.041501709636,16.971543695352565,281.50680708500784,5.7005726563725885,3.9567199965547664,634.6803153670662,70.99545157581699,No,Franco,V2,Alto,Frecuente,7563.346396385444,0
813,814,6.879926352510555,993.3121726093376,14.523555923034124,60.30167177922478,6.196808498082097,9.61565922523963,472.1826846039082,133.9869003929762,No,Arcilloso,V3,Medio,Nunca,8035.093979633743,0
814,815,7.298911733756205,702.9824759323154,11.875997514573012,255.9954203993344,5.910161581913217,8.44504927218217,711.4086395010336,174.60620768289698,Si,Arcilloso,V1,Alto,Ocasional,7462.962333861386,0
815,816,1.4602071270240784,471.3758407861884,22.47098020945169,270.5969976072384,6.900349984872108,1.1734537045737892,338.25554832504594,169.50610378751105,No,Arcilloso,V1,Medio,Nunca,6608.960886536903,1
816,817,3.1503234515411105,,21.81552077749479,43.314678581070176,7.053900102755172,2.69223619880766,0.0,106.367559163453,Si,Franco,V3,Medio,Nunca,7010.797205814183,1
817,818,2.6043402916543505,778.6515780223382,24.52269889436093,69.21110932842997,6.873693043926809,0.9412585772592458,634.0748626819832,132.98563182244052,No,Franco,V3,Bajo,Nunca,7533.695789449585,1
818,819,3.500256261212806,498.3897290852836,10.241665050306574,54.62155817285429,6.90236643626089,5.66765038245538,686.0708296296622,114.97767312575004,No,Arenoso,V1,Bajo,Nunca,6223.410689196731,0
819,820,4.692692355217753,547.3341372369794,19.2793740168517,398.9676830409829,5.14657114447502,4.154650093393706,995.2391423559536,132.28091452330608,No,Arenoso,V2,Alto,Nunca,7058.628829112475,0
820,821,6.093561704683458,413.6587794916662,17.323231377605172,86.69174553121857,,1.0394233156354629,325.603138880937,171.30722624178452,No,Arenoso,V1,Medio,Nunca,6111.398198560167,0
821,822,4.998334218091419,489.67186900141314,23.248458836091885,243.7060091218156,5.645919195332226,1.150420153921882,707.1889062260609,89.22581796706177,Si,Franco,V4,Medio,Nunca,7122.177120861815,0
822,823,6.493233098502598,594.6557664921941,21.517016751024205,124.00009150290164,6.587225885559296,1.4767697975629324,433.9375236724896,76.86310303677806,No,Franco,V1,Medio,Nunca,7382.450091033916,1
823,824,3.909838135976273,758.8219718037369,13.968328759791682,123.91924951694745,6.834147037511585,1.0899527996790832,169.12876352794194,120.04506451971532,Si,Arenoso,V1,Medio,Frecuente,7444.402553661553,0
824,825,2.462238545012664,327.3212800046837,18.796679239025547,79.69752163072994,6.967199361404892,4.282722644334303,688.2404295319886,120.8515433073219,No,Arenoso,V1,,Nunca,6051.9295920210725,0
825,826,5.306824704252562,782.7874143076458,14.645871908227615,82.25532013512385,6.544551787095779,4.944448470433817,777.2485689161929,58.28642879376168,Si,Arenoso,V2,Medio,Nunca,7655.081808253805,0
826,827,3.4492221699954086,580.3678592889697,21.82690319024279,64.31641412960346,6.4155579482638565,0.9114987194832698,578.7743137913958,184.01890415129816,No,Franco,V4,Bajo,Nunca,7083.811089644543,1
827,828,2.960471272014168,863.2137310341342,21.648287658768187,82.29311841702308,7.312704308744773,2.3765484276603326,656.7492882031562,139.8527737134557,Si,Calizo,V2,Bajo,Nunca,7801.754184421834,1
828,829,3.9823613036062273,,9.132514042054192,45.05633545447319,6.52881636907001,1.0806197449613282,48.17341006669403,160.53989887574352,No,Franco,V3,Medio,Nunca,6987.843650466739,0
829,830,3.8416108129728137,520.7656077189022,8.517530854332266,113.3188752935383,7.429997302712704,3.228782413082395,1133.4441486710691,156.2871496424304,Si,Franco,V4,,Frecuente,6932.560387296284,0
830,831,4.904317350126786,562.414985717387,14.184135966232173,147.42534734447133,6.009299909845255,3.749876286446693,650.4738642476567,81.48994513458638,Si, Franco,V3,Bajo,Nunca,7602.664693385363,0
831,832,1.9944328570536396,865.0853760891173,16.240463044270815,121.31502774702976,7.152480053965096,5.196808955788039,132.04163223237765,132.36771106729586,Si,Arcilloso,V2,Bajo,Ocasional,7848.901258588879,1
832,833,3.536544666572052,458.0144338773052,20.791166917460394,532.8493787063034,7.053065915595491,5.618077549438056,576.5276871051295,139.48997758849526,Si,Arcilloso,V1,Medio,Ocasional,7005.606329948277,0
833,834,2.2207385940204434,564.940920981747,16.424876644505428,71.72630308711197,6.8103981607838815,4.977323492702504,81.51358160291721,180.2676407807949,Si,Arcilloso,V3,,Nunca,7080.419044369596,0
834,835,4.253239886733698,471.6421315211629,16.91469424339656,299.82284850799084,6.690445963175345,1.1672522380426205,703.0120875534079,53.79723192098618,Si,Arenoso,V1,Medio,Nunca,6906.832803843447,0
835,836,3.7131019728560473,569.2107389911928,13.124674750305722,62.08451310465262,6.772583182150224,2.598405191583688,768.9950507768734,81.1526674174203,No,Arenoso,V1,Medio,Nunca,6428.130616071569,0
836,837,8.150677218801793,1007.6324840615453,22.03456592996701,192.46345979942944,5.876516554077272,1.3574318043315372,214.43697524303892,126.06440814127862,Si,Franco,V2,Medio,Frecuente,8457.929058950598,1
837,838,1.285486615171855,931.8094327403468,15.346401578089964,421.1957052079165,5.76842648952846,1.028892932365696,561.5974933570216,146.59458600102062,No,Arenoso,V1,Alto,Ocasional,7813.558719199727,0
838,839,1.8880532268263832,448.3334414682053,13.765625599506858,144.07071075759197,6.931227965811766,5.456285243028811,552.6589822672286,91.86919962379557,No,Arenoso,V1,Bajo,Nunca,6435.56876552466,1
839,840,0.8773782755711156,178.8843021102346,20.66969349967585,185.7573220428081,5.346964715852434,1.531844317908629,121.01926333212737,177.0682191964548,No,Arenoso,V1,Alto,Ocasional,5435.371457213942,0
840,841,1.4587627132017666,596.8854089879768,21.970293919622165,50.478583062573854,6.410016627259823,1.7519793232716012,712.40919403195,184.57672328821465,Si, Franco,V3,Medio,Nunca,7046.708465933758,0
841,842,2.944889354160433,422.2549606831562,10.95994427526654,113.9354195122012,5.471649625520342,8.422884065640972,513.3745523602869,101.06696452500688,Si,Arcilloso,V4,Bajo,Ocasional,6716.464196116031,0
842,843,2.1544899284244656,678.1496332766177,13.924788403237937,117.42018107350906,7.336876224618937,6.227221666904657,222.05227135295928,96.90860795040614,No,Calizo,V2,Bajo,Nunca,6672.514542416068,0
843,844,1.5538386141320766,762.0371852070311,18.53470566177671,71.26961388319215,5.626871243105336,1.2656250403714668,341.1539422043327,148.56355081734802,Si,Arenoso,V1,Medio,Nunca,7525.907794171887,1
844,845,5.153167761212885,794.0033372976695,19.614051043245155,420.789219370589,7.058846954202094,0.4028469134471604,110.0796166293627,123.14203946392033,Si,Franco,V3,Alto,Nunca,7834.555560730979,0
